0.71	-0.24869	6.08579
0.72	-0.187381	6.17189
0.73	-0.125333	6.23364
0.74	-0.0627905	6.27079
0.75	1.37929e-10	6.28319
0.76	0.0627905	6.27079
0.77	0.125333	6.23364
0.78	0.187381	6.17189
0.79	0.24869	6.08579
0.8	0.309017	5.97566
0.81	0.368125	5.84196
0.82	0.425779	5.6852
0.83	0.481754	5.506
0.84	0.535827	5.30507
0.85	0.587785	5.0832
0.86	0.637424	4.84128
0.87	0.684547	4.58024
0.88	0.728969	4.30114
0.89	0.770513	4.00505
0.9	0.809017	3.69316
0.91	0.844328	3.3667
0.92	0.876307	3.02695
0.93	0.904827	2.67525
0.94	0.929776	2.31299
0.95	0.951057	1.94161
0.96	0.968583	1.56256
0.97	0.982287	1.17735
0.98	0.992115	0.787492
0.99	0.998027	0.394524
1	1	-1.15551e-09
1.01	0.998027	-0.394524
1.02	0.992115	-0.787492
1.03	0.982287	-1.17735
1.04	0.968583	-1.56256
1.05	0.951057	-1.94161
1.06	0.929776	-2.31299
1.07	0.904827	-2.67525
1.08	0.876307	-3.02695
1.09	0.844328	-3.3667
1.1	0.809017	-3.69316
1.11	0.770513	-4.00505
1.12	0.728969	-4.30114
1.13	0.684547	-4.58024
1.14	0.637424	-4.84128
1.15	0.587785	-5.0832
1.16	0.535827	-5.30507
1.17	0.481754	-5.506
1.18	0.425779	-5.6852
1.19	0.368125	-5.84196
1.2	0.309017	-5.97566
1.21	0.24869	-6.08579
1.22	0.187381	-6.17189
1.23	0.125333	-6.23364
1.24	0.0627905	-6.27079
1.25	-2.29882e-10	-6.28319
1.26	-0.0627905	-6.27079
1.27	-0.125333	-6.23364
1.28	-0.187381	-6.17189
1.29	-0.24869	-6.08579
1.3	-0.309017	-5.97566
1.31	-0.368125	-5.84196
1.32	-0.425779	-5.6852
1.33	-0.481754	-5.506
1.34	-0.535827	-5.30507
1.35	-0.587785	-5.0832
1.36	-0.637424	-4.84128
1.37	-0.684547	-4.58024
1.38	-0.728969	-4.30114
1.39	-0.770513	-4.00505
1.4	-0.809017	-3.69316
1.41	-0.844328	-3.3667
1.42	-0.876307	-3.02695
1.43	-0.904827	-2.67525
1.44	-0.929776	-2.31299
1.45	-0.951057	-1.94161
1.46	-0.968583	-1.56256
1.47	-0.982287	-1.17735
1.48	-0.992115	-0.787492
1.49	-0.998027	-0.394524
1.5	-1	1.73327e-09
1.51	-0.998027	0.394524
1.52	-0.992115	0.787492
1.53	-0.982287	1.17735
1.54	-0.968583	1.56256
1.55	-0.951057	1.94161
1.56	-0.929776	2.31299
1.57	-0.904827	2.67525
1.58	-0.876307	3.02695
1.59	-0.844328	3.3667
1.6	-0.809017	3.69316
1.61	-0.770513	4.00505
1.62	-0.728969	4.30114
1.63	-0.684547	4.58024
1.64	-0.637424	4.84128
1.65	-0.587785	5.0832
1.66	-0.535827	5.30507
1.67	-0.481754	5.506
1.68	-0.425779	5.6852
1.69	-0.368125	5.84196
1.7	-0.309017	5.97566
1.71	-0.24869	6.08579
1.72	-0.187381	6.17189
1.73	-0.125333	6.23364
1.74	-0.0627905	6.27079
1.75	3.21835e-10	6.28319
1.76	0.0627905	6.27079
1.77	0.125333	6.23364
1.78	0.187381	6.17189
1.79	0.24869	6.08579
1.8	0.309017	5.97566
1.81	0.368125	5.84196
1.82	0.425779	5.6852
1.83	0.481754	5.506
1.84	0.535827	5.30507
1.85	0.587785	5.0832
1.86	0.637424	4.84128
1.87	0.684547	4.58024
1.88	0.728969	4.30114
1.89	0.770513	4.00505
1.9	0.809017	3.69316
1.91	0.844328	3.3667
1.92	0.876307	3.02695
1.93	0.904827	2.67525
1.94	0.929776	2.31299
1.95	0.951057	1.94161
1.96	0.968583	1.56256
1.97	0.982287	1.17735
1.98	0.992115	0.787492
1.99	0.998027	0.394524
2	1	-2.31102e-09
2.01	0.998027	-0.394524
2.02	0.992115	-0.787492
2.03	0.982287	-1.17735
2.04	0.968583	-1.56256
2.05	0.951057	-1.94161
2.06	0.929776	-2.31299
2.07	0.904827	-2.67525
2.08	0.876307	-3.02695
2.09	0.844328	-3.3667
2.1	0.809017	-3.69316
2.11	0.770513	-4.00505
2.12	0.728969	-4.30114
2.13	0.684547	-4.58024
2.14	0.637424	-4.84128
2.15	0.587785	-5.0832
2.16	0.535827	-5.30507
2.17	0.481754	-5.506
2.18	0.425779	-5.6852
2.19	0.368125	-5.84196
2.2	0.309017	-5.97566
2.21	0.24869	-6.08579
2.22	0.187381	-6.17189
2.23	0.125333	-6.23364
2.24	0.0627905	-6.27079
2.25	-4.13787e-10	-6.28319
2.26	-0.0627905	-6.27079
2.27	-0.125333	-6.23364
2.28	-0.187381	-6.17189
2.29	-0.24869	-6.08579
2.3	-0.309017	-5.97566
2.31	-0.368125	-5.84196
2.32	-0.425779	-5.6852
2.33	-0.481754	-5.506
2.34	-0.535827	-5.30507
2.35	-0.587785	-5.0832
2.36	-0.637424	-4.84128
2.37	-0.684547	-4.58024
2.38	-0.728969	-4.30114
2.39	-0.770513	-4.00505
2.4	-0.809017	-3.69316
2.41	-0.844328	-3.3667
2.42	-0.876307	-3.02695
2.43	-0.904827	-2.67525
2.44	-0.929776	-2.31299
2.45	-0.951057	-1.94161
2.46	-0.968583	-1.56256
2.47	-0.982287	-1.17735
2.48	-0.992115	-0.787492
2.49	-0.998027	-0.394524
2.5	-1	2.88878e-09
2.51	-0.998027	0.394524
2.52	-0.992115	0.787492
2.53	-0.982287	1.17735
2.54	-0.968583	1.56256
2.55	-0.951057	1.94161
2.56	-0.929776	2.31299
2.57	-0.904827	2.67525
2.58	-0.876307	3.02695
2.59	-0.844328	3.3667
2.6	-0.809017	3.69316
2.61	-0.770513	4.00505
2.62	-0.728969	4.30114
2.63	-0.684547	4.58024
2.64	-0.637424	4.84128
2.65	-0.587785	5.0832
2.66	-0.535827	5.30507
2.67	-0.481754	5.506
2.68	-0.425779	5.6852
2.69	-0.368125	5.84196
2.7	-0.309017	5.97566
2.71	-0.24869	6.08579
2.72	-0.187381	6.17189
2.73	-0.125333	6.23364
2.74	-0.0627905	6.27079
2.75	5.0574e-10	6.28319
2.76	0.0627905	6.27079
2.77	0.125333	6.23364
2.78	0.187381	6.17189
2.79	0.24869	6.08579
2.8	0.309017	5.97566
2.81	0.368125	5.84196
2.82	0.425779	5.6852
2.83	0.481754	5.506
2.84	0.535827	5.30507
2.85	0.587785	5.0832
2.86	0.637424	4.84128
2.87	0.684547	4.58024
2.88	0.728969	4.30114
2.89	0.770513	4.00505
2.9	0.809017	3.69316
2.91	0.844328	3.3667
2.92	0.876307	3.02695
2.93	0.904827	2.67525
2.94	0.929776	2.31299
2.95	0.951057	1.94161
2.96	0.968583	1.56256
2.97	0.982287	1.17735
2.98	0.992115	0.787492
2.99	0.998027	0.394524
3	1	-3.46653e-09
3.01	0.998027	-0.394524
3.02	0.992115	-0.787492
3.03	0.982287	-1.17735
3.04	0.968583	-1.56256
3.05	0.951057	-1.94161
3.06	0.929776	-2.31299
3.07	0.904827	-2.67525
3.08	0.876307	-3.02695
3.09	0.844328	-3.3667
3.1	0.809017	-3.69316
3.11	0.770513	-4.00505
3.12	0.728969	-4.30114
3.13	0.684547	-4.58024
3.14	0.637424	-4.84128
3.15	0.587785	-5.0832
3.16	0.535827	-5.30507
3.17	0.481754	-5.506
3.18	0.425779	-5.6852
3.19	0.368125	-5.84196
3.2	0.309017	-5.97566
3.21	0.24869	-6.08579
3.22	0.187381	-6.17189
3.23	0.125333	-6.23364
3.24	0.0627905	-6.27079
3.25	-5.97691e-10	-6.28319
3.26	-0.0627905	-6.27079
3.27	-0.125333	-6.23364
3.28	-0.187381	-6.17189
3.29	-0.24869	-6.08579
3.3	-0.309017	-5.97566
3.31	-0.368125	-5.84196
3.32	-0.425779	-5.6852
3.33	-0.481754	-5.506
3.34	-0.535827	-5.30507
3.35	-0.587785	-5.0832
3.36	-0.637424	-4.84128
3.37	-0.684547	-4.58024
3.38	-0.728969	-4.30114
3.39	-0.770513	-4.00505
3.4	-0.809017	-3.69316
3.41	-0.844328	-3.3667
3.42	-0.876307	-3.02695
3.43	-0.904827	-2.67525
3.44	-0.929776	-2.31299
3.45	-0.951057	-1.94161
3.46	-0.968583	-1.56256
3.47	-0.982287	-1.17735
3.48	-0.992115	-0.787492
3.49	-0.998027	-0.394524
3.5	-1	4.04428e-09
3.51	-0.998027	0.394524
3.52	-0.992115	0.787492
3.53	-0.982287	1.17735
3.54	-0.968583	1.56256
3.55	-0.951057	1.94161
3.56	-0.929776	2.31299
3.57	-0.904827	2.67525
3.58	-0.876307	3.02695
3.59	-0.844328	3.3667
3.6	-0.809017	3.69316
3.61	-0.770513	4.00505
3.62	-0.728969	4.30114
3.63	-0.684547	4.58024
3.64	-0.637424	4.84128
3.65	-0.587785	5.0832
3.66	-0.535827	5.30507
3.67	-0.481754	5.506
3.68	-0.425779	5.6852
3.69	-0.368125	5.84196
3.7	-0.309017	5.97566
3.71	-0.24869	6.08579
3.72	-0.187381	6.17189
3.73	-0.125333	6.23364
3.74	-0.0627905	6.27079
3.75	6.89643e-10	6.28319
3.76	0.0627905	6.27079
3.77	0.125333	6.23364
3.78	0.187381	6.17189
3.79	0.24869	6.08579
3.8	0.309017	5.97566
3.81	0.368125	5.84196
3.82	0.425779	5.6852
3.83	0.481754	5.506
3.84	0.535827	5.30507
3.85	0.587785	5.0832
3.86	0.637424	4.84128
3.87	0.684547	4.58024
3.88	0.728969	4.30114
3.89	0.770513	4.00505
3.9	0.809017	3.69316
3.91	0.844328	3.3667
3.92	0.876307	3.02695
3.93	0.904827	2.67525
3.94	0.929776	2.31299
3.95	0.951057	1.94161
3.96	0.968583	1.56256
3.97	0.982287	1.17735
3.98	0.992115	0.787492
3.99	0.998027	0.394524
4	1	-4.62203e-09
4.01	0.998027	-0.394524
4.02	0.992115	-0.787492
4.03	0.982287	-1.17735
4.04	0.968583	-1.56256
4.05	0.951057	-1.94161
4.06	0.929776	-2.31299
4.07	0.904827	-2.67525
4.08	0.876307	-3.02695
4.09	0.844328	-3.3667
4.1	0.809017	-3.69316
4.11	0.770513	-4.00505
4.12	0.728969	-4.30114
4.13	0.684547	-4.58024
4.14	0.637424	-4.84128
4.15	0.587785	-5.0832
4.16	0.535827	-5.30507
4.17	0.481754	-5.506
4.18	0.425779	-5.6852
4.19	0.368125	-5.84196
4.2	0.309017	-5.97566
4.21	0.24869	-6.08579
4.22	0.187381	-6.17189
4.23	0.125333	-6.23364
4.24	0.0627905	-6.27079
4.25	-7.81596e-10	-6.28319
4.26	-0.0627905	-6.27079
4.27	-0.125333	-6.23364
4.28	-0.187381	-6.17189
4.29	-0.24869	-6.08579
4.3	-0.309017	-5.97566
4.31	-0.368125	-5.84196
4.32	-0.425779	-5.6852
4.33	-0.481754	-5.506
4.34	-0.535827	-5.30507
4.35	-0.587785	-5.0832
4.36	-0.637424	-4.84128
4.37	-0.684547	-4.58024
4.38	-0.728969	-4.30114
4.39	-0.770513	-4.00505
4.4	-0.809017	-3.69316
4.41	-0.844328	-3.3667
4.42	-0.876307	-3.02695
4.43	-0.904827	-2.67525
4.44	-0.929776	-2.31299
4.45	-0.951057	-1.94161
4.46	-0.968583	-1.56256
4.47	-0.982287	-1.17735
4.48	-0.992115	-0.787492
4.49	-0.998027	-0.394524
4.5	-1	5.19979e-09
4.51	-0.998027	0.394524
4.52	-0.992115	0.787492
4.53	-0.982287	1.17735
4.54	-0.968583	1.56256
4.55	-0.951057	1.94161
4.56	-0.929776	2.31299
4.57	-0.904827	2.67525
4.58	-0.876307	3.02695
4.59	-0.844328	3.3667
4.6	-0.809017	3.69316
4.61	-0.770513	4.00505
4.62	-0.728969	4.30114
4.63	-0.684547	4.58024
4.64	-0.637424	4.84128
4.65	-0.587785	5.0832
4.66	-0.535827	5.30507
4.67	-0.481754	5.506
4.68	-0.425779	5.6852
4.69	-0.368125	5.84196
4.7	-0.309017	5.97566
4.71	-0.24869	6.08579
4.72	-0.187381	6.17189
4.73	-0.125333	6.23364
4.74	-0.0627905	6.27079
4.75	8.73548e-10	6.28319
4.76	0.0627905	6.27079
4.77	0.125333	6.23364
4.78	0.187381	6.17189
4.79	0.24869	6.08579
4.8	0.309017	5.97566
4.81	0.368125	5.84196
4.82	0.425779	5.6852
4.83	0.481754	5.506
4.84	0.535827	5.30507
4.85	0.587785	5.0832
4.86	0.637424	4.84128
4.87	0.684547	4.58024
4.88	0.728969	4.30114
4.89	0.770513	4.00505
4.9	0.809017	3.69316
4.91	0.844328	3.3667
4.92	0.876307	3.02695
4.93	0.904827	2.67525
4.94	0.929776	2.31299
4.95	0.951057	1.94161
4.96	0.968583	1.56256
4.97	0.982287	1.17735
4.98	0.992115	0.787492
4.99	0.998027	0.394524
5	1	-5.77755e-09
5.01	0.998027	-0.394524
5.02	0.992115	-0.787492
5.03	0.982287	-1.17735
5.04	0.968583	-1.56256
5.05	0.951057	-1.94161
5.06	0.929776	-2.31299
5.07	0.904827	-2.67525
5.08	0.876307	-3.02695
5.09	0.844328	-3.3667
5.1	0.809017	-3.69316
5.11	0.770513	-4.00505
5.12	0.728969	-4.30114
5.13	0.684547	-4.58024
5.14	0.637424	-4.84128
5.15	0.587785	-5.0832
5.16	0.535827	-5.30507
5.17	0.481754	-5.506
5.18	0.425779	-5.6852
5.19	0.368125	-5.84196
5.2	0.309017	-5.97566
5.21	0.24869	-6.08579
5.22	0.187381	-6.17189
5.23	0.125333	-6.23364
5.24	0.0627905	-6.27079
5.25	-9.65501e-10	-6.28319
5.26	-0.0627905	-6.27079
5.27	-0.125333	-6.23364
5.28	-0.187381	-6.17189
5.29	-0.24869	-6.08579
5.3	-0.309017	-5.97566
5.31	-0.368125	-5.84196
5.32	-0.425779	-5.6852
5.33	-0.481754	-5.506
5.34	-0.535827	-5.30507
5.35	-0.587785	-5.0832
5.36	-0.637424	-4.84128
5.37	-0.684547	-4.58024
5.38	-0.728969	-4.30114
5.39	-0.770513	-4.00505
5.4	-0.809017	-3.69316
5.41	-0.844328	-3.3667
5.42	-0.876307	-3.02695
5.43	-0.904827	-2.67525
5.44	-0.929776	-2.31299
5.45	-0.951057	-1.94161
5.46	-0.968583	-1.56256
5.47	-0.982287	-1.17735
5.48	-0.992115	-0.787492
5.49	-0.998027	-0.394524
5.5	-1	6.3553e-09
5.51	-0.998027	0.394524
5.52	-0.992115	0.787492
5.53	-0.982287	1.17735
5.54	-0.968583	1.56256
5.55	-0.951057	1.94161
5.56	-0.929776	2.31299
5.57	-0.904827	2.67525
5.58	-0.876307	3.02695
5.59	-0.844328	3.3667
5.6	-0.809017	3.69316
5.61	-0.770513	4.00505
5.62	-0.728969	4.30114
5.63	-0.684547	4.58024
5.64	-0.637424	4.84128
5.65	-0.587785	5.0832
5.66	-0.535827	5.30507
5.67	-0.481754	5.506
5.68	-0.425779	5.6852
5.69	-0.368125	5.84196
5.7	-0.309017	5.97566
5.71	-0.24869	6.08579
5.72	-0.187381	6.17189
5.73	-0.125333	6.23364
5.74	-0.0627905	6.27079
5.75	1.05745e-09	6.28319
5.76	0.0627905	6.27079
5.77	0.125333	6.23364
5.78	0.187381	6.17189
5.79	0.24869	6.08579
5.8	0.309017	5.97566
5.81	0.368125	5.84196
5.82	0.425779	5.6852
5.83	0.481754	5.506
5.84	0.535827	5.30507
5.85	0.587785	5.0832
5.86	0.637424	4.84128
5.87	0.684547	4.58024
5.88	0.728969	4.30114
5.89	0.770513	4.00505
5.9	0.809017	3.69316
5.91	0.844328	3.3667
5.92	0.876307	3.02695
5.93	0.904827	2.67525
5.94	0.929776	2.31299
5.95	0.951057	1.94161
5.96	0.968583	1.56256
5.97	0.982287	1.17735
5.98	0.992115	0.787492
5.99	0.998027	0.394524
6	1	-6.93306e-09
6.01	0.998027	-0.394524
6.02	0.992115	-0.787492
6.03	0.982287	-1.17735
6.04	0.968583	-1.56256
6.05	0.951057	-1.94161
6.06	0.929776	-2.31299
6.07	0.904827	-2.67525
6.08	0.876307	-3.02695
6.09	0.844328	-3.3667
6.1	0.809017	-3.69316
6.11	0.770513	-4.00505
6.12	0.728969	-4.30114
6.13	0.684547	-4.58024
6.14	0.637424	-4.84128
6.15	0.587785	-5.0832
6.16	0.535827	-5.30507
6.17	0.481754	-5.506
6.18	0.425779	-5.6852
6.19	0.368125	-5.84196
6.2	0.309017	-5.97566
6.21	0.24869	-6.08579
6.22	0.187381	-6.17189
6.23	0.125333	-6.23364
6.24	0.0627905	-6.27079
6.25	-1.14941e-09	-6.28319
6.26	-0.0627905	-6.27079
6.27	-0.125333	-6.23364
6.28	-0.187381	-6.17189
6.29	-0.24869	-6.08579
6.3	-0.309017	-5.97566
6.31	-0.368125	-5.84196
6.32	-0.425779	-5.6852
6.33	-0.481754	-5.506
6.34	-0.535827	-5.30507
6.35	-0.587785	-5.0832
6.36	-0.637424	-4.84128
6.37	-0.684547	-4.58024
6.38	-0.728969	-4.30114
6.39	-0.770513	-4.00505
6.4	-0.809017	-3.69316
6.41	-0.844328	-3.3667
6.42	-0.876307	-3.02695
6.43	-0.904827	-2.67525
6.44	-0.929776	-2.31299
6.45	-0.951057	-1.94161
6.46	-0.968583	-1.56256
6.47	-0.982287	-1.17735
6.48	-0.992115	-0.787492
6.49	-0.998027	-0.394524
6.5	-1	7.51081e-09
6.51	-0.998027	0.394524
6.52	-0.992115	0.787492
6.53	-0.982287	1.17735
6.54	-0.968583	1.56256
6.55	-0.951057	1.94161
6.56	-0.929776	2.31299
6.57	-0.904827	2.67525
6.58	-0.876307	3.02695
6.59	-0.844328	3.3667
6.6	-0.809017	3.69316
6.61	-0.770513	4.00505
6.62	-0.728969	4.30114
6.63	-0.684547	4.58024
6.64	-0.637424	4.84128
6.65	-0.587785	5.0832
6.66	-0.535827	5.30507
6.67	-0.481754	5.506
6.68	-0.425779	5.6852
6.69	-0.368125	5.84196
6.7	-0.309017	5.97566
6.71	-0.24869	6.08579
6.72	-0.187381	6.17189
6.73	-0.125333	6.23364
6.74	-0.0627905	6.27079
6.75	1.24136e-09	6.28319
6.76	0.0627905	6.27079
6.77	0.125333	6.23364
6.78	0.187381	6.17189
6.79	0.24869	6.08579
6.8	0.309017	5.97566
6.81	0.368125	5.84196
6.82	0.425779	5.6852
6.83	0.481754	5.506
6.84	0.535827	5.30507
6.85	0.587785	5.0832
6.86	0.637424	4.84128
6.87	0.684547	4.58024
6.88	0.728969	4.30114
6.89	0.770513	4.00505
6.9	0.809017	3.69316
6.91	0.844328	3.3667
6.92	0.876307	3.02695
6.93	0.904827	2.67525
6.94	0.929776	2.31299
6.95	0.951057	1.94161
6.96	0.968583	1.56256
6.97	0.982287	1.17735
6.98	0.992115	0.787492
6.99	0.998027	0.394524
7	1	-8.08857e-09
7.01	0.998027	-0.394524
7.02	0.992115	-0.787492
7.03	0.982287	-1.17735
7.04	0.968583	-1.56256
7.05	0.951057	-1.94161
7.06	0.929776	-2.31299
7.07	0.904827	-2.67525
7.08	0.876307	-3.02695
7.09	0.844328	-3.3667
7.1	0.809017	-3.69316
7.11	0.770513	-4.00505
7.12	0.728969	-4.30114
7.13	0.684547	-4.58024
7.14	0.637424	-4.84128
7.15	0.587785	-5.0832
7.16	0.535827	-5.30507
7.17	0.481754	-5.506
7.18	0.425779	-5.6852
7.19	0.368125	-5.84196
7.2	0.309017	-5.97566
7.21	0.24869	-6.08579
7.22	0.187381	-6.17189
7.23	0.125333	-6.23364
7.24	0.0627905	-6.27079
7.25	-1.33331e-09	-6.28319
7.26	-0.0627905	-6.27079
7.27	-0.125333	-6.23364
7.28	-0.187381	-6.17189
7.29	-0.24869	-6.08579
7.3	-0.309017	-5.97566
7.31	-0.368125	-5.84196
7.32	-0.425779	-5.6852
7.33	-0.481754	-5.506
7.34	-0.535827	-5.30507
7.35	-0.587785	-5.0832
7.36	-0.637424	-4.84128
7.37	-0.684547	-4.58024
7.38	-0.728969	-4.30114
7.39	-0.770513	-4.00505
7.4	-0.809017	-3.69316
7.41	-0.844328	-3.3667
7.42	-0.876307	-3.02695
7.43	-0.904827	-2.67525
7.44	-0.929776	-2.31299
7.45	-0.951057	-1.94161
7.46	-0.968583	-1.56256
7.47	-0.982287	-1.17735
7.48	-0.992115	-0.787492
7.49	-0.998027	-0.394524
7.5	-1	8.66632e-09
7.51	-0.998027	0.394524
7.52	-0.992115	0.787492
7.53	-0.982287	1.17735
7.54	-0.968583	1.56256
7.55	-0.951057	1.94161
7.56	-0.929776	2.31299
7.57	-0.904827	2.67525
7.58	-0.876307	3.02695
7.59	-0.844328	3.3667
7.6	-0.809017	3.69316
7.61	-0.770513	4.00505
7.62	-0.728969	4.30114
7.63	-0.684547	4.58024
7.64	-0.637424	4.84128
7.65	-0.587785	5.0832
7.66	-0.535827	5.30507
7.67	-0.481754	5.506
7.68	-0.425779	5.6852
7.69	-0.368125	5.84196
7.7	-0.309017	5.97566
7.71	-0.24869	6.08579
7.72	-0.187381	6.17189
7.73	-0.125333	6.23364
7.74	-0.0627905	6.27079
7.75	1.42526e-09	6.28319
7.76	0.0627905	6.27079
7.77	0.125333	6.23364
7.78	0.187381	6.17189
7.79	0.24869	6.08579
7.8	0.309017	5.97566
7.81	0.368125	5.84196
7.82	0.425779	5.6852
7.83	0.481754	5.506
7.84	0.535827	5.30507
7.85	0.587785	5.0832
7.86	0.637424	4.84128
7.87	0.684547	4.58024
7.88	0.728969	4.30114
7.89	0.770513	4.00505
7.9	0.809017	3.69316
7.91	0.844328	3.3667
7.92	0.876307	3.02695
7.93	0.904827	2.67525
7.94	0.929776	2.31299
7.95	0.951057	1.94161
7.96	0.968583	1.56256
7.97	0.982287	1.17735
7.98	0.992115	0.787492
7.99	0.998027	0.394524
8	1	-9.24408e-09
8.01	0.998027	-0.394524
8.02	0.992115	-0.787492
8.03	0.982287	-1.17735
8.04	0.968583	-1.56256
8.05	0.951057	-1.94161
8.06	0.929776	-2.31299
8.07	0.904827	-2.67525
8.08	0.876307	-3.02695
8.09	0.844328	-3.3667
8.1	0.809017	-3.69316
8.11	0.770513	-4.00505
8.12	0.728969	-4.30114
8.13	0.684547	-4.58024
8.14	0.637424	-4.84128
8.15	0.587785	-5.0832
8.16	0.535827	-5.30507
8.17	0.481754	-5.506
8.18	0.425779	-5.6852
8.19	0.368125	-5.84196
8.2	0.309017	-5.97566
8.21	0.24869	-6.08579
8.22	0.187381	-6.17189
8.23	0.125333	-6.23364
8.24	0.0627905	-6.27079
8.25	-1.51722e-09	-6.28319
8.26	-0.0627905	-6.27079
8.27	-0.125333	-6.23364
8.28	-0.187381	-6.17189
8.29	-0.24869	-6.08579
8.3	-0.309017	-5.97566
8.31	-0.368125	-5.84196
8.32	-0.425779	-5.6852
8.33	-0.481754	-5.506
8.34	-0.535827	-5.30507
8.35	-0.587785	-5.0832
8.36	-0.637424	-4.84128
8.37	-0.684547	-4.58024
8.38	-0.728969	-4.30114
8.39	-0.770513	-4.00505
8.4	-0.809017	-3.69316
8.41	-0.844328	-3.3667
8.42	-0.876307	-3.02695
8.43	-0.904827	-2.67525
8.44	-0.929776	-2.31299
8.45	-0.951057	-1.94161
8.46	-0.968583	-1.56256
8.47	-0.982287	-1.17735
8.48	-0.992115	-0.787492
8.49	-0.998027	-0.394524
8.5	-1	9.82183e-09
8.51	-0.998027	0.394524
8.52	-0.992115	0.787492
8.53	-0.982287	1.17735
8.54	-0.968583	1.56256
8.55	-0.951057	1.94161
8.56	-0.929776	2.31299
8.57	-0.904827	2.67525
8.58	-0.876307	3.02695
8.59	-0.844328	3.3667
8.6	-0.809017	3.69316
8.61	-0.770513	4.00505
8.62	-0.728969	4.30114
8.63	-0.684547	4.58024
8.64	-0.637424	4.84128
8.65	-0.587785	5.0832
8.66	-0.535827	5.30507
8.67	-0.481754	5.506
8.68	-0.425779	5.6852
8.69	-0.368125	5.84196
8.7	-0.309017	5.97566
8.71	-0.24869	6.08579
8.72	-0.187381	6.17189
8.73	-0.125333	6.23364
8.74	-0.0627905	6.27079
8.75	1.60917e-09	6.28319
8.76	0.0627905	6.27079
8.77	0.125333	6.23364
8.78	0.187381	6.17189
8.79	0.24869	6.08579
8.8	0.309017	5.97566
8.81	0.368125	5.84196
8.82	0.425779	5.6852
8.83	0.481754	5.506
8.84	0.535827	5.30507
8.85	0.587785	5.0832
8.86	0.637424	4.84128
8.87	0.684547	4.58024
8.88	0.728969	4.30114
8.89	0.770513	4.00505
8.9	0.809017	3.69316
8.91	0.844328	3.3667
8.92	0.876307	3.02695
8.93	0.904827	2.67525
8.94	0.929776	2.31299
8.95	0.951057	1.94161
8.96	0.968583	1.56256
8.97	0.982287	1.17735
8.98	0.992115	0.787492
8.99	0.998027	0.394524
9	1	-1.03996e-08
9.01	0.998027	-0.394524
9.02	0.992115	-0.787492
9.03	0.982287	-1.17735
9.04	0.968583	-1.56256
9.05	0.951057	-1.94161
9.06	0.929776	-2.31299
9.07	0.904827	-2.67525
9.08	0.876307	-3.02695
9.09	0.844328	-3.3667
9.1	0.809017	-3.69316
9.11	0.770513	-4.00505
9.12	0.728969	-4.30114
9.13	0.684547	-4.58024
9.14	0.637424	-4.84128
9.15	0.587785	-5.0832
9.16	0.535827	-5.30507
9.17	0.481754	-5.506
9.18	0.425779	-5.6852
9.19	0.368125	-5.84196
9.2	0.309017	-5.97566
9.21	0.24869	-6.08579
9.22	0.187381	-6.17189
9.23	0.125333	-6.23364
9.24	0.0627905	-6.27079
9.25	-1.70112e-09	-6.28319
9.26	-0.0627905	-6.27079
9.27	-0.125333	-6.23364
9.28	-0.187381	-6.17189
9.29	-0.24869	-6.08579
